,address,adm-fees,garage-places,price,rooms,square-foot,neighborhood,city,latitude,longitude,rand
189,"Rua Iraí, 577 ",1000.0,2,1019182.0,4,140, Vila Paris, Belo Horizonte ,-19.9463585,-43.9507721,0.8509585681275952
190,Rua Alga Vermelha ,270.0,1,398394.0,3,70, Floramar, Belo Horizonte ,-19.8284095,-43.9397953,0.7174811778738369
191,"Rua dos Aeronautas, 400 ",270.0,2,477506.0,3,79, Liberdade, Belo Horizonte ,-19.8589699,-43.9558088,0.937654372053904
192,"Rua Alga Vermelha, 120 ",389.0,1,463542.0,3,79, Jardim Guanabara, Belo Horizonte ,-19.8284095,-43.9397953,0.036721932830865445
193,"Rua Prados, 567 ",,2,,2,53-106, Carlos Prates, Belo Horizonte ,-19.908874,-43.9581104,0.8984715176388477
194,Rua São Bento ,700.0,2,1526598.0,3,230, Graça, Belo Horizonte ,-19.902532,-43.9179091,0.7430606471172767
195,"Avenida Afonso Pena, 941 ",,--,2928145.0,--,804, Centro, Belo Horizonte ,-19.9469331,-43.9212512,0.26209655891519223
196,Rua Moreira Antunes ,,--,220447.0,2,100, Beija Flor, Belo Horizonte ,-19.8336238,-43.8714023,0.02233844600553969
197,"Rua Pastor Achilles Barbosa, 381 ",225.0,1,220434.0,2,44, Palmares, Belo Horizonte ,-19.8719417,-43.9377335,0.4809581934736462
198,Rua Itamaracá ,,3,1057680.0,7,292, Concórdia, Belo Horizonte ,-19.9032036,-43.9339234,0.13347104056738268
199,Rua Rádio ,,2-3,609437.0,2-3,63-83, São Lucas, Belo Horizonte ,-19.933145,-43.9191379,0.5292615289357038
200,Rua Raimundo Albergaria Filho ,50.0,1,512501.0,4,130, Copacabana, Belo Horizonte ,-19.8382317,-43.9943135,0.9743232851851874
201,"Rua dos Timbiras, 1936 ",,--,284527.0,--,33, Lourdes, Belo Horizonte ,-19.9302789,-43.9251047,0.9549254509271278
202,"Rua Álvares de Azevedo, 153 ",,4,1103231.0,3,245, Floresta, Belo Horizonte ,-19.908646,-43.9397161,0.0433508401573105
203,"Rua Monte Castelo, 170 ",250.0,2,763353.0,3,160, Itapoã, Belo Horizonte ,-19.8361417,-43.9696521,0.07914397412020258
204,"Rua Gonçalves Crespo, 192 ",,--,372169.0,--,264, Santa Maria, Belo Horizonte ,-19.93697,-44.0100163,0.27784915026682155
205,"Rua Recy Souza Paiva, 193 ",150.0,2,441766.0,3,60, Planalto, Belo Horizonte ,-19.8349727,-43.9541979,0.21232528593730138
206,"Rua Desembargador Custódio Lustosa, 56 ",300.0,2,797804.0,3,93, Itapoã, Belo Horizonte ,-19.8360944,-43.957278,0.39719422273514493
207,"Rua Alumínio, 50 ",,3-4,,3-4,164-231, Serra, Belo Horizonte ,-19.9390308,-43.9256143,0.042650660493893655
208,"Avenida João Pinheiro, 581 ",615.0,1,594574.0,1,69, Funcionários, Belo Horizonte ,-19.9268305,-43.9366543,0.9392434567256223
209,"Rua Alagoas, 1182 ",300.0,2,860245.0,2,98, Savassi, Belo Horizonte ,-19.9314695,-43.9350021,0.028787568286424814
210,Rua Caraça ,1800.0,5,2334155.0,4,246, Serra, Belo Horizonte ,-19.9430505,-43.9141262,0.9700280326614332
211,"Rua Abel Araújo, 480 ",,6,2493917.0,4,215, São Bento, Belo Horizonte ,-19.9586719,-43.9548575,0.33598615262934173
212,"Rua Salinas, 683 ",,2,1333358.0,5,264, Floresta, Belo Horizonte ,-19.91359,-43.9138661,0.6961252388189346
213,"Rua Alumínio, 50 ",,3,,3-4,226-231, Serra, Belo Horizonte ,-19.9390308,-43.9256143,0.007091272566641549
214,"Avenida Getúlio Vargas, 887 ",,4,1662349.0,--,154, Savassi, Belo Horizonte ,-19.9357431,-43.9313935,0.1567035410097134
215,"Rua Cláudio Gomes de Souza, 321 ",330.0,2,397671.0,3,65, Palmares, Belo Horizonte ,-19.8712648,-43.9389073,0.3620292610289112
216,Rua Henrique Cabral ,570.0,4,789579.0,4,110, São Luíz, Belo Horizonte ,-19.8528774,-43.960721,0.9633161685258111
217,"Avenida Francisco Sales, 1614 ",,--,2129400.0,5,262, Santa Efigênia, Belo Horizonte ,-19.9221979,-43.927814,0.8300020963182321
218,"Rua São Domingos do Prata, 570 ",,3-4,,4,143, Santo Antônio, Belo Horizonte ,-19.9450923,-43.9374086,0.5960727593569233
219,"Rua Santa Rita Durão, 321 ",,--,239183.0,--,35, Funcionários, Belo Horizonte ,-19.9344756,-43.9346452,0.9591355939049495
220,Rua Pastor Achilles Barbosa ,350.0,2,456058.0,3,74, Palmares, Belo Horizonte ,-19.8719417,-43.9377335,0.4300251610042617
221,"Rua Rúbia Mara Barbosa, 45 ",250.0,1,224703.0,2,45, Diamante, Belo Horizonte ,-19.9905509,-44.0224837,0.9522654598651147
222,Rua Pires da Mota ,200.0,1,339532.0,3,110, Madre Gertrudes, Belo Horizonte ,-19.9486642,-44.0028674,0.35558579271983093
223,"Avenida Dom Pedro II, 57 ",,--,1149438.0,1,700, Carlos Prates, Belo Horizonte ,-19.9139307,-43.9537918,0.6104808837128634
224,"Rua Dom Lúcio Antunes, 448 ",320.0,2,1432054.0,3,221, Coração Eucarístico, Belo Horizonte ,-19.9259176,-43.9912562,0.4564280971897817
225,"Rua São Domingos do Prata, 570 ",,3-4,1921293.0,4,143-173, Santo Antônio, Belo Horizonte ,-19.9450923,-43.9374086,0.09418803612505866
226,Rua Oligisto ,150.0,2,532158.0,3,75, Santa Tereza, Belo Horizonte ,-19.9117656,-43.913358,0.3225115690975443
227,"Avenida Cristiano Machado, 640 ",,--,173020.0,--,28, Cidade Nova, Belo Horizonte ,-19.8475195,-43.9324755,0.9324184417373714
228,"Rua José Oscar Barreira, 261 ",200.0,2,836737.0,3,144, Itapoã, Belo Horizonte ,-19.8384733,-43.9556921,0.1564938406650156
229,Rua Monte Alverne ,600.0,1,507945.0,3,78, Floresta, Belo Horizonte ,-19.8489071,-43.9292352,0.8126808672460477
230,"Rua Doutor Benedito Xavier, 1221 ",,5,803097.0,5,250, Providência, Belo Horizonte ,-19.8455372,-43.9183907,0.23212904104575116
231,"Rua Major Lopes, 475 ",,2,1153694.0,2-3,68-97, São Pedro, Belo Horizonte ,-19.9475495,-43.9353399,0.31210801307599834
232,"Rua Cláudio Manoel, 622 ",700.0,3,2259665.0,4,159, Funcionários, Belo Horizonte ,-19.9335821,-43.9329926,0.47541489226533395
233,Rua Bolivar Mineiro ,300.0,2,917331.0,3,150, Dona Clara, Belo Horizonte ,-19.8597149,-43.9436186,0.509802553515091
234,"Avenida Professor Mário Werneck, 1461 ",,2,551309.0,3,75, Estoril, Belo Horizonte ,-19.9758245,-43.9684461,0.2512052255540901
235,Rua Alessandra Salum Cadar ,400.0,2,970552.0,3,145, Buritis, Belo Horizonte ,-19.9760471,-43.9703167,0.41826300193025645
236,"Rua dos Carijós, 244 ",,--,846124.0,--,330, Centro, Belo Horizonte ,-19.9199467,-43.9351965,0.28165952702306285
237,"Rua Doutor Rubens Guimarães, 93 ",350.0,2,508286.0,3,92, Castelo, Belo Horizonte ,-19.8880639,-43.9981387,0.5519511558250336
238,"Rua Congonhas, 132 ",,3-4,2195297.0,4,147-157, São Pedro, Belo Horizonte ,-19.9433887,-43.941144,0.39750703804454524
239,Rua José Silva Passos ,400.0,2,345902.0,2,65, Nova Vista, Belo Horizonte ,-19.8864022,-43.8921415,0.15814056056774983
240,Rua Bonaparte ,500.0,2,686443.0,3,98, Padre Eustáquio, Belo Horizonte ,-19.9151552,-43.9728782,0.6543871896038426
241,"Rua Sargento João Ovídio, O ",,--,306249.0,--,401, Jonas Veiga, Belo Horizonte ,-19.9190624,-43.895964,0.7788134493143999
242,"Rua Nossa Senhora dos Remédios, 251 ",,--,386810.0,--,727, Ouro Minas, Belo Horizonte ,-19.8437218,-43.9041436,0.051713619964286583
243,"Rua das Clarissas, 31 ",205.0,1,217652.0,2,51, Planalto, Belo Horizonte ,-19.839381,-43.9415232,0.16163008510520604
244,"Rua Congonhas, 132 ",,3-4,2085367.0,4,147-157, São Pedro, Belo Horizonte ,-19.9433887,-43.941144,0.7221325721175325
245,"Rua dos Timbiras, 395 ",650.0,2,1191377.0,2,114, Funcionários, Belo Horizonte ,-19.9302789,-43.9251047,0.31048880679835333
246,"Rua dos Carijós, 126 ",,--,992287.0,--,960, Centro, Belo Horizonte ,-19.9199467,-43.9351965,0.025416250122045736
247,"Rua Júlio de Castilho, 1080 ",,--,2668674.0,--,1370, Cinqüentenário, Belo Horizonte ,-19.9610731,-43.9808977,0.16600038023117347
248,Avenida Prudente de Morais ,,--,288346.0,--,80, Cidade Jardim, Belo Horizonte ,-19.9474128,-43.9485341,0.0055828733196434666
249,Rua Professor José Carvalho Lopes ,50.0,3,1169403.0,4,410, Planalto, Belo Horizonte ,-19.8380539,-43.9439825,0.694031414595344
250,"Rua Estácio Rodrigues, lote ",,--,369218.0,--,360, Havaí, Belo Horizonte ,-19.9587201,-43.970714,0.538057150856806
251,"Rua Marabá, 44 ",,2,778048.0,3,76, Santo Antônio, Belo Horizonte ,-19.9452195,-43.9478402,0.29241826459997167
252,"Rua Piauí, 1702 ",,3,2773672.0,8,300, Funcionários, Belo Horizonte ,-19.9385064,-43.9287698,0.32110964688546795
253,"Rua dos Inconfidentes, 443 ",1850.0,4,2894680.0,4,174, Funcionários, Belo Horizonte ,-19.937775,-43.9268338,0.8150201420264298
254,Rua Professora Mírian Silvestre ,90.0,2,208860.0,2,60, Serra Verde, Belo Horizonte ,-19.7967838,-43.9523668,0.28970681211038085
255,"Rua José Oscar Barreira, 261 ",200.0,4,1073960.0,4,184, Itapoã, Belo Horizonte ,-19.8384733,-43.9556921,0.30484732127961167
256,Rua Alessandra Salum Cadar ,,1,170068.0,--,25, Buritis, Belo Horizonte ,-19.9760471,-43.9703167,0.3454117310214826
257,"Rua Carlos Schettino, 284 ",150.0,1,213419.0,2,58, Gameleira, Belo Horizonte ,-19.9427423,-43.9951065,0.9898424257600875
258,"Rua Conselheiro Andrade Figueira, 30 ",,2,710146.0,2-3,63-83, Gutierrez, Belo Horizonte ,-19.940385,-43.956856,0.3623331692120729
259,Rua Olívia Maria de Jesus ,,4,641137.0,5,300, Floramar, Belo Horizonte ,-19.8333087,-43.9362641,0.8729161389094751
260,"Rua dos Tupinambás, 179 ",,--,88115.0,--,42, Centro, Belo Horizonte ,-19.9185301,-43.9357154,0.44353142750175545
261,Rua Júlia Lopes de Almeida ,,3,1059290.0,9,469, Santa Maria, Belo Horizonte ,-19.9369661,-44.0103308,0.9021324015749815
262,Avenida Guarapari ,240.0,1,305811.0,3,73, Santa Amélia, Belo Horizonte ,-19.8457686,-43.9775604,0.120417595017422
263,Avenida do Contorno ,,1,740267.0,--,61, Funcionários, Belo Horizonte ,-19.9156428,-43.9453796,0.7502688848863688
264,"Rua Lavras, 825 ",,2,973496.0,2,110, São Pedro, Belo Horizonte ,-19.9481626,-43.9382658,0.2498880474595797
265,Rua Joaquim Nabuco ,294.0,2,830138.0,3,131, Nova Suíssa, Belo Horizonte ,-19.9356554,-43.9771593,0.8591104759964102
266,Rua Frei Manoel da Cruz ,1200000.0,2,1255637.0,3,125, Liberdade, Belo Horizonte ,-19.860945,-43.9503519,0.41488250852251196
267,"Rua São Miguel, 642 ",190.0,--,257426.0,3,68, Itapoã, Belo Horizonte ,-19.8431613,-43.956633,0.19245620532475793
268,"Rua Professor Fernando de Magalhães, 121 ",,--,563908.0,--,360, Álvaro Camargos, Belo Horizonte ,-19.9153831,-44.0082815,0.27815040160720295
269,Rua Desembargador Edésio Fernandes ,,10,9019686.0,--,550, Estoril, Belo Horizonte ,-19.9698548,-43.9558963,0.2746072931667368
270,Rua Alberto Nepomuceno ,,2,449658.0,2,78, Estrela Dalva, Belo Horizonte ,-19.9656282,-43.9751672,0.679433608556452
271,"Rua Lavras, 825 ",,1,575265.0,2,50-110, São Pedro, Belo Horizonte ,-19.9481626,-43.9382658,0.40394608405517474
272,"Rua Mato Grosso, 355 ",,--,148097625.0,--,31, Centro, Belo Horizonte ,-19.9173124,-43.9464026,0.39212498392235084
273,"Rua Contria, 155 ",350.0,2,685994.0,4,150, Calafate, Belo Horizonte ,-19.9288646,-43.9703277,0.06441499660093453
274,"Rua Dom Pedrito, 256 ",225.0,1,290506.0,2,55, Nova Vista, Belo Horizonte ,-19.8850209,-43.9034328,0.8573715761338004
275,Rua Esmeraldo Botelho ,280.0,2,966133.0,3,100, Buritis, Belo Horizonte ,-19.979412,-43.9679018,0.6541994079090058
276,"Rua Rio Negro, 820 ",,2-3,617108.0,3,73-81, Barroca, Belo Horizonte ,-19.9290593,-43.9661029,0.26110147605645706
277,Rua Armando Greco ,200.0,1,213182.0,3,62, Frei Leopoldo, Belo Horizonte ,-19.8085515,-43.9357313,0.9095891679567617
278,"Rua Bernardo Guimarães, 2014 ",800.0,1,811456.0,2,80, Lourdes, Belo Horizonte ,-19.927333,-43.9477878,0.9331769830591341
279,"Avenida Otacílio Negrão de Lima, 13330 ",,--,1254971.0,--,1000, Bandeirantes, Belo Horizonte ,-19.8609803,-43.9768403,0.6200999252174914
280,"Rua Póvoa de Varzim, 66 ",,--,1790194.0,--,1000, Paquetá, Belo Horizonte ,-19.8700528,-43.9935356,0.9346248918545903
281,Rua Garret ,600.0,2,1172545.0,3,110, Grajaú, Belo Horizonte ,-19.9440107,-43.9712955,0.9647447533926925
282,Rua Espírito Santo ,,1,464914.0,--,35, Lourdes, Belo Horizonte ,-18.8647762,-41.1217768,0.6228477876645614
283,"Rua João da Cunha, 98 ",,2,885923.0,3,80, Prado, Belo Horizonte ,-19.9290311,-43.9709895,0.7621219618510162
284,Rua Ceuta ,,7,799035.0,3,222, Canaã, Belo Horizonte ,-19.7942371,-43.948405,0.41478683043386844
285,"Rua Fluorina, 1660 ",,3,516402.0,2,120, Paraíso, Belo Horizonte ,-19.9157731,-43.9051504,0.5011548600131897
286,Rua Paulo Piedade Campos ,798.0,2,925154.0,4,105, Estoril, Belo Horizonte ,-19.9616947,-43.9652056,0.49259982721674755
287,Rua Itapoã ,,--,4247871.0,--,2400, Guarani, Belo Horizonte ,-19.8025366,-44.0251495,0.799641536911369
288,"Rua Cristina, 57 ",,3,,4,145-157, Anchieta, Belo Horizonte ,-19.9472539,-43.9352691,0.37623182956503676
289,Avenida Silviano Brandão ,,4,3889503.0,--,507, Floresta, Belo Horizonte ,-19.9074223,-43.9107081,0.11286454924767164
290,Rua Patagônia ,650.0,2,706866.0,4,175, Sion, Belo Horizonte ,-19.9592013,-43.9350687,0.9807794601341928
291,"Rua Livramento, lotes 10 e 12 ",,--,1245531.0,--,635, Alto dos Pinheiros, Belo Horizonte ,-19.9353123,-44.0000188,0.3230064224315171
292,"Rua Rio de Janeiro, 1186 ",550.0,1,1737.0,2,65, Centro, Belo Horizonte ,-19.9150685,-43.9375314,0.581948490978298
293,Rua Arthur Lourenço ,150.0,2,430254.0,3,85, Barreiro, Belo Horizonte ,-19.9799149,-44.0260075,0.32247044161184013
294,"Rua Agostinho Bretas, 11 ",,1-2,,2-3,72, Caiçaras, Belo Horizonte ,-19.9013306,-43.97,0.8557238275616474
295,Rua Maranhão ,,3,2076412.0,4,154, Funcionários, Belo Horizonte ,-19.9265829,-43.9240941,0.865213567658679
296,"Rua Ajax Correa Rabello, 31 ",,4,2163101.0,4,380, Mangabeiras, Belo Horizonte ,-19.9598514,-43.9168918,0.3847426205061939
297,Rua São Tomáz de Aquino ,360.0,2,666221.0,3,180, São Pedro, Belo Horizonte ,-19.9504807,-43.9400618,0.19698908175913132
298,Rua Itajubá ,312.0,3,569913.0,2,110, Sagrada Família, Belo Horizonte ,-19.9111658,-43.9295436,0.6308745126639342
299,Rua Sergipe ,1150.0,2,1370613.0,3,90, Lourdes, Belo Horizonte ,-19.9276923,-43.9354354,0.4217737146206746
300,Rua Vicente Risola ,,7,4207839.0,16,795, Santa Inês, Belo Horizonte ,-19.8910177,-43.9084895,0.6884416583411748
301,Rua Doutor Sylvio Menicucci ,400.0,2,479904.0,3,101, Castelo, Belo Horizonte ,-19.8851177,-44.0059034,0.7623547470286544
302,"Rua Bambuí, 893 ",,2,1153259.0,3,86, Santo Antônio, Belo Horizonte ,-19.9521977,-43.9262572,0.5095689999887631
303,Rua Lobo Leite ,,4,1001287.0,4,360, Heliópolis, Belo Horizonte ,-19.837781,-43.9402868,0.25041665967364246
304,"Rua Fausto Nunes Vieira, 1 ",3000.0,4,3366793.0,4,430, Belvedere, Belo Horizonte ,-19.9732179,-43.9362799,0.22264460108219175
305,Rua Duarte da Costa ,269.0,2,747395.0,3,221, Jaraguá, Belo Horizonte ,-19.8631014,-43.9522357,0.49838511461517765
306,Rua Alberto Bressane ,470.0,2,485645.0,3,150, São Lucas, Belo Horizonte ,-19.9300689,-43.9139527,0.5629735510828107
307,"Rua dos Aimorés, 1330 ",875.0,2,1243423.0,2,72, Funcionários, Belo Horizonte ,-19.9245137,-43.9538877,0.30384211563609365
308,"Rua Estados Unidos, 132 ",,3-4,1762029.0,4,133-160, Sion, Belo Horizonte ,-19.9522548,-43.937375,0.35470097405509116
309,Rua dos Timbiras ,620.0,1,533845.0,3,84, Lourdes, Belo Horizonte ,-19.9302789,-43.9251047,0.6053253189924097
310,"Rua Gonçalves Dias, 2565 ",,2,957894.0,2,61, Santo Agostinho, Belo Horizonte ,-19.9311846,-43.9376407,0.40350330387431577
311,Rua dos Aimorés ,850.0,1,1294031.0,3,182, Funcionários, Belo Horizonte ,-19.9245137,-43.9538877,0.9817639523890827
312,Rua Itaúna ,530.0,2,2483.0,3,91, Floresta, Belo Horizonte ,-19.9067446,-43.9329186,0.28776480835931484
313,"Rua Sílvio Menicucci, 157 ",600.0,2,727710.0,3,108, Buritis, Belo Horizonte ,-19.97946,-43.978228,0.21278319226388143
314,"Rua Assunção, 245 ",580.0,2,661646.0,3,110, Sion, Belo Horizonte ,-19.9539031,-43.9378663,0.21433268107094283
315,"Rua Estados Unidos, 132 ",,3-4,2778794.0,4-5,275, Sion, Belo Horizonte ,-19.9522548,-43.937375,0.47876672403540277
316,Rua Odilon Braga ,1534.0,2,5476.0,5,289, Anchieta, Belo Horizonte ,-19.9524463,-43.9223112,0.4090246715027668
317,Rua Tobias Barreto ,,2,605690.0,3,114, Santa Mônica, Belo Horizonte ,-19.9302388,-43.9757789,0.6478938513751206
318,Rua Flavita Bretas ,620.0,2,698136.0,3,120, Luxemburgo, Belo Horizonte ,-19.946804,-43.9575754,0.4448464558905888
319,"Rua Bambuí, 1188 ",,2,858956.0,1-2,54-74, Anchieta, Belo Horizonte ,-19.9521977,-43.9262572,0.6864724996464441
320,Rua Monte Carmelo ,250.0,2,682549.0,2,153, Floresta, Belo Horizonte ,-19.9104485,-43.927612,0.3758159745089996
321,"Avenida dos Bandeirantes, 1.190 ",,--,4648698.0,--,--, Comiteco, Belo Horizonte ,-19.9572301,-43.9319731,0.9197376955676221
322,Rua Professor Pimenta da Veiga ,550.0,2,802982.0,4,177, Cidade Nova, Belo Horizonte ,-19.8891296,-43.9242268,0.30960367683526746
323,"Rua Alvarenga Peixoto, 1040 ",2000.0,3,2363855.0,3,130, Lourdes, Belo Horizonte ,-19.929576,-43.9494157,0.9386629720204095
324,"Rua Cardeal Stepinac, 232 ",,3,1650364.0,4,140, Cidade Nova, Belo Horizonte ,-19.8852186,-43.9266104,0.5982687963443278
325,Rua Professor Magalhães Drumond ,450.0,1,1783.0,3,120, Santo Antônio, Belo Horizonte ,-19.939075,-43.9428019,0.8856409692311913
326,Rua Leopoldina ,574.0,1,462973.0,3,80, Santo Antônio, Belo Horizonte ,-19.9475349,-43.9422533,0.5743257841344577
327,Rua José Silveira ,790.0,2,1470275.0,3,168, Buritis, Belo Horizonte ,-19.9734616,-43.9745497,0.7621996772111783
328,Rua Manhumirim ,500.0,2,747234.0,3,116, Caiçaras, Belo Horizonte ,-19.9064111,-43.9714806,0.35613566698467325
329,"Rua Mucuri, 231 ",,3,1087195.0,3,211, Floresta, Belo Horizonte ,-19.9187008,-43.9268711,0.8949095442755042
330,Rua Curitiba ,2975.0,3,2917188.0,4,273, Lourdes, Belo Horizonte ,-19.9122312,-43.9396634,0.6687514084829712
331,"Rua Cardeal Stepinac, 232 ",,3-4,1615021.0,4,140, Cidade Nova, Belo Horizonte ,-19.8852186,-43.9266104,0.46258551062815134
332,"Rua Laura Soares Carneiro, 71 ",450.0,2,898366.0,3,165, Buritis, Belo Horizonte ,-19.9774397,-43.9651219,0.9782175344117388
333,"Rua João Antônio Azeredo, 150 ",,4,4459614.0,4,378, Belvedere, Belo Horizonte ,-19.9709536,-43.9409204,0.23328440652790694
334,"Rua Rosa de Pedra, 26 ",,2,442228.0,3,100, Etelvina Carneiro, Belo Horizonte ,-19.8115016,-43.9362966,0.05570570078887338
335,"Rua Desembargador José Burnier, 91 ",380.0,1,2893.0,3,102, Castelo, Belo Horizonte ,-19.8905883,-43.9979285,0.5710506698467538
336,"Rua La Plata, 166 ",,3-4,,3-4,185-238, Sion, Belo Horizonte ,-19.9542202,-43.9328012,0.14997726914641984
337,"Rua Engenheiro Zoroastro Torres, 384 ",997.0,1,473254.0,3,98, Santo Antônio, Belo Horizonte ,-19.9501613,-43.9450108,0.2679424310383738
338,Rua São Paulo ,320.0,--,288030.0,1,55, Centro, Belo Horizonte ,-19.914782,-43.9388011,0.521219396755448
339,Rua Antônio de Albuquerque ,,3,1544345.0,3,130, Lourdes, Belo Horizonte ,-19.936584,-43.9421163,0.031035345077973675
340,"Rua Engenheiro Alberto Pontes, 0 ",225.0,1,1481.0,3,60, Buritis, Belo Horizonte ,-19.9689271,-43.9668895,0.3954846419616953
341,"Rua São Paulo, 1031 ",320.0,--,256241.0,2,60, Centro, Belo Horizonte ,-19.914782,-43.9388011,0.6473153931114489
342,"Rua La Plata, 166 ",,3,,3-4,237-238, Sion, Belo Horizonte ,-19.9542202,-43.9328012,0.9779060924890368
343,Rua João Arantes ,352.0,1,458240.0,3,76, Cidade Nova, Belo Horizonte ,-19.8843894,-43.9244911,0.4560052381276313
344,Rua da Bahia ,,--,209053.0,3,110, Centro, Belo Horizonte ,-19.9151776,-43.9347647,0.6140476405149543
345,Rua José Ferreira Cascão ,7000.0,5,7721702.0,4,570, Belvedere, Belo Horizonte ,-19.9787549,-43.9444515,0.5249289491143485
346,Rua México ,,1,281480.0,2,90, Jardim Leblon, Belo Horizonte ,-19.8323096,-43.9935167,0.9778764704027963
347,Rua Professora Bartira Mourão ,430.0,2,743915.0,3,155, Buritis, Belo Horizonte ,-19.9691439,-43.9679544,0.9986210105497334
348,"Rua Helianto, 239 ",,2,763178.0,3,79, Nova Suíssa, Belo Horizonte ,-19.9313486,-43.9720668,0.9433142198508851
349,"Rua Ametista, 0 ",160.0,1,551116.0,3,127, Prado, Belo Horizonte ,-19.9239225,-43.960094,0.5296321948258933
350,Rua Colômbia ,290.0,2,503065.0,3,142, Sion, Belo Horizonte ,-19.9521465,-43.9379054,0.1792244967336718
351,"Rua Gustavo Ladeira, 11 ",485.0,2,384610.0,3,72, Castelo, Belo Horizonte ,-19.8798769,-43.9917158,0.8341462693830897
352,Rua dos Geólogos ,,3,537559.0,4,242, Alípio de Melo, Belo Horizonte ,-19.895047,-44.0001242,0.9457505198392759
353,Rua Flor,,2-4,743943.0,3,75,,Belo Horizonte,-19.8339596,-43.8688074,0.4778691313112956
354,Rua Doutor Plínio de Morais ,583.0,5,1570521.0,4,156, Cidade Nova, Belo Horizonte ,-19.8902515,-43.925024,0.3805851952397665
355,Rua Doutor Juvenal dos Santos ,900.0,2,1003348.0,3,120, Luxemburgo, Belo Horizonte ,-19.9508257,-43.9585445,0.804093041263498
356,Rua Assunção ,580.0,2,656243.0,3,110, Sion, Belo Horizonte ,-19.9539031,-43.9378663,0.12276519557658938
357,Rua Póvoa de Varzim ,279.0,1,224943.0,2,44, Ouro Preto, Belo Horizonte ,-19.8700528,-43.9935356,0.8391282710412378
358,"Rua Ester de Lima, 745 ",,2,546109.0,3,110, Santa Cruz, Belo Horizonte ,-19.8766925,-43.9399981,0.14509032820482803
359,"Rua Oliveiro Marciano, 88 ",,4,757444.0,1,360, Barreiro, Belo Horizonte ,-19.992021,-44.0224834,0.13887564056616641
360,Rua Laura Soares Carneiro ,570.0,3,5269.0,4,185, Buritis, Belo Horizonte ,-19.9774397,-43.9651219,0.7094737120779003
361,"Rua Goiânia, 264 ",1.0,6,902735.0,3,275, Caiçaras, Belo Horizonte ,-19.9006573,-43.972406,0.8780885376226751
362,"Rua Maestro George Marinuzzi, 298 ",250.0,2,331418.0,2,60, Manacás, Belo Horizonte ,-19.8933063,-43.9979676,0.047262308639689055
363,"Rua Cônsul Walter, 203 ",600.0,3,781998.0,3,123, Buritis, Belo Horizonte ,-19.9745736,-43.9696865,0.3497596663433571
364,"Rua José Silva Passos, 450 ",,1-2,369361.0,2,60, Nova Vista, Belo Horizonte ,-19.8864022,-43.8921415,0.009262113216235712
